,Brand,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,acer
722,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
723,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
724,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
725,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
726,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
727,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
729,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
730,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
731,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
732,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
733,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
734,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
736,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
737,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
739,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
741,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
742,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
743,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
744,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
745,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
746,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
747,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
749,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
751,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
752,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
753,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
754,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
755,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
757,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
758,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
759,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
760,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
763,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
764,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
767,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
768,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
769,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
770,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
771,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
772,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
773,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
774,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
775,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
776,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
777,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
779,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
780,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
781,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
783,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
784,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
785,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
786,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
787,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
788,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
790,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
792,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
793,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
794,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
795,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
796,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
797,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
798,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
799,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
