,Brand,Processor_brand,Processor_name,Processor_gnrtn,Ram_gb,Ram_type,Ssd,Hdd,Os,Os_bit,Graphic_card_gb,Weight,Warranty,Touchscreen,Msoffice,Price,Rating,Number of ratings,Number of reviews
458,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,67490,3,41,5
459,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,61990,3,0,0
460,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,58990,4,114,9
461,Lenovo,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,74999,4,268,25
462,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,68900,5,6,1
463,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,71695,4,153,16
464,acer,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,1,No,No,62490,3,8,0
465,DELL,Intel,Core i5,8th,8,DDR4,512,2048,Windows,64,2,Casual,1,No,Yes,62317,4,377,53
466,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,8,Casual,1,No,No,207290,3,0,0
467,DELL,Intel,Core i7,8th,16,DDR4,256,0,Windows,64,4,Casual,1,No,Yes,87990,4,120,21
468,Avita,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,73990,3,0,0
469,ASUS,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,57990,4,76,9
470,ASUS,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,61990,4,11,2
471,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,79990,4,484,56
472,Lenovo,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,68990,4,44,2
473,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,85990,4,77,10
474,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,99990,4,11,3
475,ASUS,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,77990,4,21,5
476,Lenovo,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,79990,4,5,2
477,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,93190,5,4,0
478,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,1,No,Yes,94990,3,0,0
479,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,84990,4,13,2
480,MSI,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,57990,4,15,0
481,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,102990,4,11,2
482,DELL,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,99990,3,0,0
483,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,1,No,No,94990,4,118,15
484,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,104000,3,0,0
485,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,76990,3,0,0
486,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,90190,4,6,1
487,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,1,Yes,No,88488,3,0,0
488,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,109990,4,138,30
489,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,86990,3,0,0
490,MSI,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,89990,3,0,0
491,HP,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,Casual,1,Yes,Yes,239759,3,0,0
492,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,78990,4,35,4
493,DELL,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,1,No,Yes,121890,1,3,0
494,ASUS,Intel,Core i7,8th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,85990,4,18,0
495,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,94990,3,0,0
496,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,92000,4,8,1
497,HP,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,162990,3,3,1
498,DELL,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,135300,5,5,2
499,MSI,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,64990,4,33,5
500,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,174527,3,0,0
501,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,162299,3,0,0
502,DELL,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,109190,3,0,0
503,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,99999,3,0,0
504,MSI,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,104990,4,85,9
505,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,Yes,No,109990,3,0,0
506,ASUS,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,99990,4,30,7
507,Lenovo,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,244801,3,0,0
508,ASUS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,No,94990,3,0,0
509,Lenovo,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,86000,3,0,0
510,Lenovo,Intel,Core i7,10th,16,DDR4,512,0,Windows,32,2,Casual,1,No,No,162399,3,0,0
511,HP,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,1,No,No,119599,3,0,0
512,Lenovo,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,211753,3,0,0
513,Lenovo,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,1,No,No,110999,3,0,0
514,ASUS,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,81990,4,40,4
515,MSI,Intel,Core i7,9th,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,66990,4,1639,230
516,MSI,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,2,No,No,84990,4,498,64
517,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,2,Casual,1,Yes,Yes,104990,3,0,0
518,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,134990,3,0,0
519,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Gaming,1,No,No,98990,4,445,56
520,HP,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,144690,4,17,4
521,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,1,No,No,99990,3,0,0
522,MSI,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,2,No,No,119990,4,20,3
523,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,4,Casual,1,No,No,194990,3,0,0
524,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,2,Casual,1,No,Yes,124990,4,17,1
525,DELL,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,1,No,No,122410,3,0,0
526,HP,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,Casual,1,Yes,No,179990,4,13,5
527,MSI,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,2,Yes,No,154990,4,3,2
528,Lenovo,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,No,Yes,122990,3,4,2
529,ASUS,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,1,Yes,No,224990,4,9,0
530,MSI,Intel,Core i7,12th,16,DDR5,1024,0,Windows,64,8,Casual,1,No,No,279990,3,0,0
531,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,1,No,No,121990,3,0,0
532,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,1,No,No,116990,3,0,0
533,Lenovo,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,151098,4,7,0
534,MSI,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,2,No,No,129990,4,14,3
535,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,149999,3,0,0
536,MSI,Intel,Core i7,12th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,139990,4,4,2
537,acer,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,129990,4,54,7
538,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,171990,3,0,0
539,DELL,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,1,No,Yes,93955,4,4,0
540,ASUS,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,1,No,No,234990,3,0,0
541,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,Yes,128500,3,3,1
542,Lenovo,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,0,Casual,1,Yes,Yes,102990,4,16,2
543,ASUS,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,119990,4,8,1
544,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,1,No,No,120980,3,0,0
545,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,1,No,No,157249,4,7,0
546,Lenovo,Intel,Core i7,9th,16,DDR4,1024,0,Windows,64,4,ThinNlight,1,No,No,229900,3,0,0
547,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,131500,3,0,0
548,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,1,No,No,154990,5,3,0
549,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,1,No,No,165990,3,0,0
550,Lenovo,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,1,No,No,119990,2,2,1
551,ASUS,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,1,No,No,167990,3,0,0
552,HP,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,165000,3,0,0
553,Avita,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,No,62990,3,207,49
554,Lenovo,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,64,0,Casual,1,No,Yes,85990,3,7,2
555,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,1,No,Yes,94990,3,0,0
556,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,136990,3,0,0
557,Lenovo,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,234990,3,0,0
558,acer,Intel,Core i7,10th,16,DDR4,2048,0,Windows,64,8,Casual,1,No,No,159990,3,4,0
559,ASUS,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64,0,Casual,1,No,No,233990,3,0,0
560,ASUS,Intel,Core i7,10th,16,DDR4,512,1024,Windows,64,2,Casual,1,No,No,93990,3,0,0
561,HP,Intel,Core i7,8th,16,DDR4,128,1024,Windows,64,4,Casual,1,No,No,116941,3,0,0
562,MSI,Intel,Core i7,10th,8,DDR4,256,1024,Windows,64,4,Casual,2,No,No,63990,4,794,83
563,ASUS,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,66990,4,25,4
564,ASUS,Intel,Core i7,11th,16,DDR4,256,1024,Windows,32,0,ThinNlight,1,No,No,82500,3,0,0
565,acer,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,6,Casual,1,No,No,119990,4,2038,313
566,MSI,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Casual,3,No,No,159990,3,0,0
567,ASUS,Intel,Core i7,8th,16,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,98912,3,0,0
568,acer,Intel,Core i7,11th,16,DDR4,512,1024,Windows,64,4,Casual,1,No,No,92990,4,214,37
569,acer,Intel,Core i7,11th,16,DDR4,512,1024,Windows,32,6,Casual,1,No,No,119990,4,342,54
570,acer,Intel,Core i9,11th,32,DDR4,1024,0,Windows,64,8,Casual,1,No,No,169990,3,0,0
571,acer,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,139990,3,0,0
572,MSI,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,192990,3,0,0
573,ASUS,Intel,Core i9,12th,16,DDR5,1024,0,Windows,64,6,Casual,1,No,No,299990,3,0,0
574,ASUS,Intel,Core i9,10th,16,DDR4,1024,0,Windows,64,6,Casual,1,Yes,No,269990,4,8,1
575,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Gaming,1,No,No,139990,3,0,0
576,Lenovo,Intel,Core i9,10th,16,DDR4,1024,0,Windows,32,8,Casual,1,No,No,265998,3,0,0
577,ASUS,Intel,Core i9,11th,16,DDR4,3072,0,Windows,32,6,Casual,1,No,No,441990,5,1,1
578,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,4,Casual,1,No,No,86990,4,218,27
579,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,6,Casual,1,No,No,109990,4,78,16
580,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,4,Casual,1,No,No,109590,4,5,2
581,ASUS,Intel,Core i7,10th,16,LPDDR4X,512,512,DOS,32,6,Casual,1,No,No,146490,3,2,1
582,APPLE,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,85990,4,6725,629
583,APPLE,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,112990,4,640,70
584,APPLE,M1,M1,10th,16,DDR4,256,0,Mac,64,0,Casual,1,No,No,104990,4,45,4
585,APPLE,M1,M1,10th,16,DDR4,256,0,Mac,64,0,Casual,1,No,No,132990,4,640,70
586,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,149990,4,640,70
587,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,125990,4,399,45
588,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,103990,4,809,91
589,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,101990,4,809,91
590,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,104990,4,6725,629
591,APPLE,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,131990,4,399,45
592,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,128990,4,45,4
593,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,184990,4,42,8
594,APPLE,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,225990,4,42,8
595,APPLE,M1,M1,10th,4,DDR4,512,0,Mac,64,0,Casual,1,No,No,124990,4,45,4
596,APPLE,M1,M1,10th,8,DDR4,1024,0,Mac,64,0,Casual,1,No,No,149990,4,640,70
597,APPLE,M1,M1,10th,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,169990,4,640,70
598,APPLE,M1,M1,10th,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,225990,4,42,8
599,APPLE,M1,M1,10th,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,243990,4,42,8
600,APPLE,M1,M1,10th,32,DDR4,1024,0,Mac,64,0,Casual,1,No,No,309990,5,3,1
601,ASUS,Intel,Pentium Quad,Not Available,4,LPDDR4X,512,512,Windows,64,0,Casual,1,No,No,45990,3,0,0
602,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,128,0,Windows,32,0,Casual,1,Yes,No,58100,3,0,0
603,ASUS,Intel,Pentium Quad,Not Available,8,LPDDR4X,256,0,Windows,64,0,Casual,1,Yes,No,62990,3,0,0
604,HP,Intel,Pentium Quad,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,32990,4,77,9
605,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,33990,4,6,0
606,acer,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,30990,4,465,89
607,DELL,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,36000,4,102,16
608,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,32990,4,7,1
609,DELL,Intel,Pentium Quad,Not Available,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,35990,3,0,0
610,ASUS,Intel,Pentium Quad,Not Available,4,LPDDR4,512,1024,Windows,64,0,Casual,1,No,No,27990,3,0,0
611,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,25990,3,4741,658
612,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,25990,3,2736,350
613,ASUS,Intel,Pentium Quad,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,30780,3,0,0
614,HP,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,37990,4,2214,241
615,ASUS,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,35990,4,2886,375
616,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,39490,4,34,4
617,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,36990,4,137,15
618,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,39990,4,7,0
619,ASUS,AMD,Ryzen 3,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,33690,4,170,26
620,DELL,AMD,Ryzen 3,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,40590,3,0,0
621,ASUS,AMD,Ryzen 3,Not Available,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,37990,4,39,3
622,ASUS,AMD,Ryzen 3,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,34500,4,2886,375
623,acer,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,36990,4,11,2
624,HP,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,43490,4,163,33
625,HP,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,41490,4,153,21
626,acer,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,34990,3,0,0
627,HP,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,44490,4,267,42
628,DELL,AMD,Ryzen 3,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,40590,3,0,0
629,DELL,AMD,Ryzen 3,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,42090,3,3,0
630,DELL,AMD,Ryzen 3,Not Available,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,Yes,35990,4,59,12
631,HP,AMD,Ryzen 3,Not Available,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,Yes,39490,4,7291,895
632,DELL,AMD,Ryzen 3,Not Available,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,37390,4,38,5
633,DELL,AMD,Ryzen 3,Not Available,4,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,Yes,52632,3,0,0
634,DELL,AMD,Ryzen 3,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,Yes,39990,4,409,39
635,DELL,AMD,Ryzen 3,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,43990,3,0,0
636,HP,AMD,Ryzen 3,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,32917,4,353,58
637,Lenovo,AMD,Ryzen 3,Not Available,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,34990,3,38,6
638,DELL,AMD,Ryzen 3,Not Available,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,39990,3,18,4
639,HP,AMD,Ryzen 3,Not Available,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,41999,4,3524,432
640,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,41990,4,939,107
641,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,44490,4,14,1
642,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,41990,4,649,84
643,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,44490,4,8,2
644,MSI,AMD,Ryzen 5,Not Available,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,49990,3,0,0
645,DELL,AMD,Ryzen 5,Not Available,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,44390,4,276,24
646,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,57990,4,4740,532
647,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,56990,4,162,15
648,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,48990,4,219,27
649,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,49970,4,193,28
650,MSI,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,47990,4,562,89
651,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,48990,4,45,5
652,acer,AMD,Ryzen 5,Not Available,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,No,53990,4,7,0
653,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,52990,4,39,5
654,acer,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,43990,3,0,0
655,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,59490,4,92,10
656,MSI,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,64990,4,469,80
657,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,47490,2,2,1
658,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,59990,4,1978,188
659,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,69990,4,9,0
660,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,58990,4,1049,134
661,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,59490,4,74,18
662,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,67500,4,196,19
663,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,32,0,Casual,1,No,No,48990,4,17,1
664,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,62450,4,172,36
665,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,58990,4,324,34
666,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,57999,4,86,15
667,ASUS,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,56990,4,4,1
668,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,72990,4,16,4
669,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,65990,4,104,18
670,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,98020,3,0,0
671,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,63990,4,90,13
672,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,49890,4,6,1
673,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,49990,4,47,7
674,DELL,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,59490,3,0,0
675,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,73999,4,206,27
676,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,60990,4,183,42
677,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,6,Casual,1,No,No,76190,4,358,64
678,Lenovo,AMD,Ryzen 5,Not Available,4,LPDDR4X,512,0,Windows,64,0,ThinNlight,3,Yes,Yes,74798,3,0,0
679,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,58990,4,88,13
680,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,32,4,Casual,1,No,No,68100,3,0,0
681,Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,77990,3,0,0
682,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55090,4,364,52
683,ASUS,AMD,Ryzen 5,Not Available,4,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,91990,3,0,0
684,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,84208,3,0,0
685,acer,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,44990,4,313,39
686,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,53490,4,826,118
